problem,uuid,problem_type,question_type,source,answer
"Given the planar vectors $\overrightarrow {a}$ and $\overrightarrow {b}$ that satisfy the equation $\overrightarrow {b}$ = 2$\overrightarrow {a}$, if $\overrightarrow {a}$ = (1, 2), find the value of $\overrightarrow {b}$ (   ).

A: (-2, -4)
B: (-2, 4)
C: (2, -4)
D: (2, 4)",55a8227d-8b37-5778-a2c2-fe005b48e1a0,Algebra,MCQ,cn_k12,D
"Given that $i$, $j$, $k$ are the unit orthogonal basis vectors of the spatial rectangular coordinate system O-xyz, and $\overrightarrow {AB} = -i + j - k$, then the coordinates of point B are (　　)

A: $(-1, 1, -1)$

B: $(-i, j, -k)$

C: $(1, -1, -1)$

D: Indeterminate",280f4c2a-1b1b-5fc0-87a3-16b91fc4813c,Algebra,MCQ,cn_k12,D
"A parabola $y=2x^{2}$ is shifted $2$ units to the right and then $1$ unit down. The resulting parabola is:

A: $y=2\left(x-2\right)^{2}+1$

B: $y=2\left(x-1\right)^{2}-2$

C: $y=2\left(x+2\right)^{2}-1$

D: $y=2\left(x-2\right)^{2}-1$",26dcc96a-c0e7-52c4-9069-cffbf0f4f7b9,Algebra,MCQ,cn_k12,D
"The sum of the first $n$ terms of an arithmetic sequence $\{a_n\}$ is $S_n$, and it is given that $S_5 = -15$ and $a_2 + a_5 = -2$. The common difference $d$ is (　　)

A: 5  
B: 4  
C: 3  
D: 2",fc6b1ccc-f4e4-5774-9288-7a8da6c35f73,Algebra,MCQ,cn_k12,B
"Given $f(x) = 3(\lfloor x \rfloor + 3)^2 - 2$, where $\lfloor x \rfloor$ denotes the greatest integer less than or equal to $x$, such as $\lfloor 3.1 \rfloor = 3$, then $f(-3.5) =$ （　　）
A: $-2$
B: $-\frac{5}{4}$
C: $1$
D: $2$",13dcf151-1e26-5f1d-9c1b-767a85f15ef0,Algebra,MCQ,cn_k12,C
"If the image of $(x, y)$ under the mapping $f$ is $(2x-y, x-2y)$, then the image of $(1, 2)$ is __( ).
A: $(0, -3)$
B: $(4, 1)$
C: $(0, -1)$
D: $(0, 1)$",3e3bf8e9-7bdd-5171-9989-02adebb80edc,Algebra,MCQ,cn_k12,A
"Given $f\left(x\right)=\left\{\begin{array}{l}{{x}^{2}+1(x≤1)}\\{-2x+3(x＞1)}\end{array}\right.$, then $ f\left(f\left(2\right)\right)=\left(\ \ \right)$

A: $5$

B: $-1$

C: $-7$

D: $2$",c5bcf684-372b-5c75-bb17-473e99588a7b,Algebra,MCQ,cn_k12,D
"In the ancient Chinese mathematical classic ""Zhang Qiujian's Mathematical Manual,"" it is recorded: ""There is a horse whose speed decreases day by day. Each day it travels half the distance of the previous day. After continuously traveling for 7 days, it covers a total distance of 700 li. If the horse continues to travel in this manner for another 7 days, the total distance it will have traveled in these 14 days is (    )
A:  $$\frac {175}{32}$$ li
B: 1050 li
C:  $$\frac {22575}{32}$$ li
D: 2100 li",a36f0456-a56f-5586-bea2-86a18c6f79d3,Algebra,MCQ,cn_k12,C
"Convert the parametric equations 
\[
\begin{cases}
x=2+\sin^2\theta \\
y=\sin^2\theta
\end{cases}
\]
(where $\theta$ is the parameter) into a regular equation. The answer is:
A: $y=x-2$  
B: $y=x+2$  
C: $y=x-2 \ (2 \leqslant x \leqslant 3)$  
D: $y=x+2 \ (0 \leqslant y \leqslant 1)$",9e18dd76-5201-5fc1-aead-77920730e55b,Algebra,MCQ,cn_k12,C
"Calculate the result of $m^{3}\cdot m^{2}$, which of the following is correct?

A: $m^{2}$

B: $m^{3}$

C: $m^{4}$

D: $m^{5}$",4acfecf6-1626-5c33-b578-4c1d1bac386e,Algebra,MCQ,cn_k12,D
"""The line and the hyperbola have only one point in common"" is the condition for ""the line and the hyperbola are tangent to each other"" ( )
A: Necessary and sufficient condition
B: Sufficient but not necessary condition
C: Necessary but not sufficient condition
D: Neither sufficient nor necessary condition",1abede9b-cfcd-5b22-adee-8ca44d93677a,Algebra,MCQ,cn_k12,C
"The number of intersection points between the parabola $y=-x^{2}+4x-4$ and the coordinate axes is ( ).

A: $0$

B: $1$

C: $2$

D: $3$",b62430d1-427d-5967-b99e-3ae13334c2a0,Algebra,MCQ,cn_k12,C
"The graph of the linear function $y=4x+2$ passes through which quadrant?

A: Quadrants I, II, III

B: Quadrants I, II, IV

C: Quadrants I, III, IV

D: Quadrants II, III, IV",289e9e34-c92c-5d59-a7a4-424b634d1746,Algebra,MCQ,cn_k12,A
"Cloud computing is a concentrated manifestation of information technology development. In recent years, the scale of the cloud computing market in China has continued to grow. It is known that the relationship between the scale of the cloud computing market $y$ (unit: thousand yuan) of a technology company from $2018$ to $2022$ and the year code $x$ can be fitted with the model $y=ae^{bx}$ (where $e=2.71828\cdots$). Let $z=\ln y$, and the data statistics are as shown in the table below:

| Year   | 2018 | 2019 | 2020 | 2021 | 2022 |
|--------|------|------|------|------|------|
| $x$    | 1    | 2    | 3    | 4    | 5    |
| $y$    | $m$  | 11   | 20   | 36.6 | 54.6 |
| $z$    | $n$  | 2.4  | 3    | 3.6  | 4    |

Given the regression equation $\hat{z}=0.52x+1.44$, the value of $m$ is approximately ( ).

A: $1.96$

B: $2$

C: $6.9$

D: $7.4$",9473aa1e-e0be-567a-82a4-4ea96df0754b,Algebra,MCQ,cn_k12,D
"Given $f(x)= \frac {x^{2}}{1+x^{2}}$, find the value of $f( \frac {1}{2016})+f( \frac {1}{2015})+…+f(1)+f(2)+…+f(2016)=(\ )$

A: $4031$
B: $\frac {4031}{2}$
C: $4032$
D: $2016$",e5f4a59b-fdff-5c48-a98a-34572f6b837f,Algebra,MCQ,cn_k12,B
"Given the universal set $U=\mathbb{N}$, and $A=\{x\in\mathbb{N}|x^2-7x+10\geq0\}$, then $C_UA=$ ( )

A: $\{2,3,4,5\}$

B: $\{3,4,5\}$

C: $\{2,3,4\}$

D: $\{3,4\}$",b44470cd-eebc-5050-bf82-d80336b03a19,Algebra,MCQ,cn_k12,D
"Given $x, y \in \mathbb{R}$, then ""$x=y$"" is ( ) ""$|x|=|y|$"".

A: Sufficient but not necessary condition

B: Necessary but not sufficient condition

C: Necessary and sufficient condition

D: Neither sufficient nor necessary condition",75f68d1b-5322-5560-a294-a9e18fb1e63c,Algebra,MCQ,cn_k12,A
"The domain of the function $f(x)=\sqrt{2-x}+\lg(x+1)$ is (    )
A: $( -1,2 ]$
B: $[ -1,3 )$
C: $[ 2,+\infty )$
D: $( -\infty ,-1 )$",eaaaacf5-7ef1-5d72-b1c2-f344a44cb2b5,Algebra,MCQ,cn_k12,A
"Given that min{x, y} = $$\begin{cases} \overset{y,x\geq y}{x,x<y}\end{cases}$$, and the functions f(x) and g(x) defined on the domain R satisfy f(x) + g(x) = $$\frac {2x}{x^{2}+8}$$, what is the maximum value of min{f(x), g(x)}?

A: $$\frac { \sqrt {2}}{2}$$
B: $$\frac { \sqrt {2}}{4}$$
C: $$\frac { \sqrt {2}}{8}$$
D: $$\frac { \sqrt {2}}{6}$$",adf9b441-df05-53bf-b095-58f974004155,Algebra,MCQ,cn_k12,C
"To obtain the graph of the function $y=\cos(2x+1)$, the graph of the function $y=\cos(2x-1)$ should be shifted (     )
A: left by 1 unit
B: right by 1 unit
C: left by 2 units
D: right by 2 units",4bc70b54-cef5-52eb-92c8-32bcdc154105,Algebra,MCQ,cn_k12,A
"The unit vector that makes the same angle with vectors $\overrightarrow{a}=(3,-1)$ and $\overrightarrow{b}=(1,3)$ is

A: $(\frac{2\sqrt{5}}{5},\frac{\sqrt{5}}{5})$ or $(-\frac{2\sqrt{5}}{5},-\frac{\sqrt{5}}{5})$

B: $(\frac{\sqrt{5}}{5},\frac{2\sqrt{5}}{5})$ or $(-\frac{\sqrt{5}}{5},-\frac{2\sqrt{5}}{5})$

C: $(\frac{2\sqrt{5}}{5},-\frac{\sqrt{5}}{5})$ or $(-\frac{2\sqrt{5}}{5},\frac{\sqrt{5}}{5})$

D: $(\frac{\sqrt{5}}{5},-\frac{2\sqrt{5}}{5})$ or $(-\frac{\sqrt{5}}{5},\frac{2\sqrt{5}}{5})$",01d19867-4346-5949-bd06-bc9a69a3e728,Algebra,MCQ,cn_k12,A
"To obtain the graph of the function $y=\sin (3x+ \frac {π}{6})$, we only need to stretch or compress the graph of the function $y=\sin (x+ \frac {π}{6})$ along which axis?
A: Stretch the horizontal axis to three times the original.
B: Compress the horizontal axis to one-third of the original.
C: Stretch the vertical axis to three times the original.
D: Compress the vertical axis to one-third of the original.",99fe6bbd-f993-5e16-b1d7-8f9de1fd1c25,Algebra,MCQ,cn_k12,B
"Given $M=\{y \mid y=x+1\}$, and $N=\{(x,y) \mid x^2+y^2=1\}$, the number of elements in $M \cap N$ is (__).
A: 0
B: 1
C: 2
D: Multiple",15faf835-7240-57b4-b761-6cda8def7ecf,Algebra,MCQ,cn_k12,A
"Given sin($$\frac {π}{2}$$+a) = $$\frac {1}{3}$$, find the value of cos2a (  　）
A: $$\frac {1}{3}$$
B: $$- \frac {1}{3}$$
C: $$\frac {7}{9}$$
D: $$- \frac {7}{9}$$",945f20bc-31df-509e-aade-3531b9c7676a,Algebra,MCQ,cn_k12,D
"Given the function $$f(x)= \begin{cases} (k-1)x^{2}-3(k-1)x+ \frac {13k-9}{4}, & x\geq2 \\ ( \frac {1}{2})^{x}-1, & x<2\end{cases}$$, if $f(n+1) < f(n)$ for all $n \in \mathbb{N}_{+}$ always holds, then the range of the real number $k$ is (　　)

A: $k < - \frac {1}{5}$

B:  $\frac {2}{5} \leq k < 1$

C: $k \leq - \frac {2}{5}$

D: $k < 1$",ed946221-65e6-5711-8d29-6ddb82991b7e,Algebra,MCQ,cn_k12,A
"Let the function $f(x)=\begin{cases} {{\left( x-\dfrac{1}{x} \right)}^{6}}, & x  0$, the constant term in the expansion of $f[f(x)]$ is
A: $15$
B: $-15$
C: $20$
D: $-20$",e59d0850-3f5d-5806-b614-baf91fe1a9ee,Algebra,MCQ,cn_k12,D
"Let the function $f\left( x \right)=\sqrt{3}\sin \frac{\pi x}{m}$. If there exists an extremum point $x_{0}$ of $f\left( x \right)$ satisfying $x_{0}^{2}+[f(x_{0})]^{2} < m^{2}$, then the range of values for $m$ is (   )
A: $(-\infty ,-6)\cup (6,\infty)$
B: $(-\infty ,-4)\cup (4,\infty)$
C: $(-\infty ,-1)\cup (4,\infty)$
D: $(-\infty ,-2)\cup (2,\infty)$",3c7e4d14-b474-5748-a4ea-570ee435c3d0,Algebra,MCQ,cn_k12,D
"Given a complex number $z$ satisfies $iz = i + z$, then $z =$ __________.

A: $-\dfrac{1}{2} + \dfrac{1}{2} i$

B: $-\dfrac{1}{2} - \dfrac{1}{2} i$

C: $\dfrac{1}{2} - \dfrac{1}{2} i$

D: $\dfrac{1}{2} + \dfrac{1}{2} i$",a1b28d52-576c-575f-87ce-e686d33c6aff,Algebra,MCQ,cn_k12,C
"In the book ""Nine Chapters on the Mathematical Art,"" there is a mathematical problem stated as follows: During the Qingming Festival outing to the park, a total of eight boats were taken. Each large boat holds six people, each small boat holds four people. There were thirty-eight students in total, and all the boats were fully occupied. The question is: How many large and small boats are there? If there are $x$ small boats, the equation can be set as ( ).

A: $4x+6\left(8-x\right)=38$

B: $6x+4\left(8-x\right)=38$

C: $4x+6x=38$

D: $8x+6x=38$",e988a975-b038-5be4-9abf-db03acf68138,Algebra,MCQ,cn_k12,A
"Which of the following statements is incorrect?

A: The square root of $0.09$ is $\pm 0.3$

B: $\sqrt{\frac{1}{9}}=\frac{1}{3}$

C: The cube root of $1$ is $\pm 1$

D: The cube root of $0$ is $0$",db1cbd6b-baf8-5938-a7dc-87b25d4260de,Algebra,MCQ,cn_k12,C
"The taxi fare standard is: the starting price is 7 yuan (including up to 3 kilometers), and for every additional kilometer beyond 3 kilometers, 2.4 yuan is added (if less than 1 kilometer, it is counted as 1 kilometer). Someone took a taxi from place A to place B and paid a total fare of 19 yuan. Among the following sentences, the correct one is (　　)
A: The distance between A and B is 8 kilometers
B: The distance between A and B is 7 kilometers
C: The distance between A and B is more than 7 kilometers but less than 8 kilometers
D: The distance between A and B is at most 8 kilometers",a2e9cb2a-41a6-58e1-8329-dec91a76b100,Algebra,MCQ,cn_k12,D
"Given the set $M=\{(x,y) \mid y=x^2\}$, describe $M$ using natural language.  
A: The range of the function $y=x^2$  
B: The domain of the function $y=x^2$  
C: The set of points on the graph of the function $y=x^2$  
D: None of the above statements are correct",e60efc20-e079-569c-be7e-5bfdf8fcf9c6,Algebra,MCQ,cn_k12,C
"A two-digit number, the sum of its digits times 3 equals the original number minus 2. What is the digit in the tens place of the original number?
A: 2
B: 3
C: 4
D: 5",9c9c3e1f-8ef3-523f-b16f-15c2ad5253db,Algebra,MCQ,cn_k12,A
"Given that $a \in \mathbb{R}$, the complex number $z = \frac{n - i}{1 - i}$ is a purely imaginary number ($i$ is the imaginary unit), then $a = ($ $\quad$ $)$.

A: $- \sqrt{2}$
B: $-1$
C: $1$
D: $\sqrt{2}$",16a4fc01-705c-5faf-9407-98c4a20a86fb,Algebra,MCQ,cn_k12,B
"As of December 31, 2021, the total annual power generation of the six cascade hydropower stations on the main stream of the Yangtze River reached 2628.83 billion kilowatt-hours, equivalent to reducing carbon dioxide emissions by about 2.2 billion tons. The scientific notation for $262883000000$ should be ( ).

A: $26.2883\times 10^{10}$

B: $2.62883\times 10^{11}$

C: $2.62883\times 10^{12}$

D: $0.262883\times 10^{12}$",16eb8113-ac8f-54b1-9cc8-96f9cc2bd603,Algebra,MCQ,cn_k12,B
"Given vectors $\overrightarrow{a}=(2,1)$, $\overrightarrow{b}=(-1,k)$, and $\overrightarrow{a} \cdot (2 \overrightarrow{a} - \overrightarrow{b}) = 0$, find $k=(\ \ \ )$.
A: $(-12)$
B: $(-6)$
C: $(6)$
D: $(12)$",edb2d8ad-d3a3-5197-97fc-5a5c396ed5be,Algebra,MCQ,cn_k12,D
"Given the complex number $z= \frac {a}{2-i}+ \frac {3-4i}{5}$, the sum of its real part and imaginary part is $1$, then the value of the real number $a$ is (　　).
A: $2$
B: $1$
C: $4$
D: $3$",37e29897-8f72-511c-803c-267bc2bbe521,Algebra,MCQ,cn_k12,A
"Given that the function $f(x)$ is an odd function defined on $\mathbb{R}$. If for $x \geq 0$, we have $f(x+2) = f(x)$, and when $x \in [0, 2)$, $f(x) = \log_{2}(x+1)$, then $f(2012) + f(-2013) = $ （ ）

A: 1  
B: 2  
C: -1  
D: -2",178128df-9d54-580f-9c0b-16c7d0223464,Algebra,MCQ,cn_k12,C
"Given \\(x > 0\\), \\(y > 0\\), and \\(2x+y=2\\), the minimum value of \\( \dfrac {1}{x}+ \dfrac {1}{y}\\) is ( ).

A: \\(2\\)
B: \\( \dfrac {3}{2}\\)
C: \\( \sqrt {2}\\)
D: \\( \dfrac {3}{2}+ \sqrt {2}\\)",85facc8c-5a9b-570f-8255-29e60a1daa9b,Algebra,MCQ,cn_k12,D
"Using the Horner's method to calculate the value of $f(x) = 6x^6 + 5$ when $x=2$, the number of multiplications and additions required are respectively ( )

A: 6, 1  
B: 6, 6  
C: 1, 1  
D: 1, 6",58c91119-0e6c-583c-b1d6-0c5b62c5d872,Algebra,MCQ,cn_k12,B
"Given $a=e^{0.2}-1$, $b=\ln 1.2$, $c=\tan 0.2$, where $e=2.71828\cdots$ is the base of the natural logarithm, then ()

A: $c \gt a \gt b$

B: $a \gt c \gt b$

C: $b \gt a \gt c$

D: $a \gt b \gt c$",bc2615fd-56ca-564f-9c57-3f2aae1a73f2,Algebra,MCQ,cn_k12,B
"Given $\overrightarrow{a}=({\sin\alpha,1})$, $\overrightarrow{b}=({1,2\cos\alpha})$, if $\overrightarrow{a} \perp \overrightarrow{b}$, then $\tan (\alpha -\frac{\pi}{4})=$

A: $-3$

B: $-\frac{1}{3}$

C: $-1$

D: $3$",03f43cbf-48aa-5681-966f-4f18ba3f851d,Algebra,MCQ,cn_k12,D
"The solution range of $a$ for the equation $\sin^2x-2\sin x-a=0$ to have solutions when $x \in \mathbb{R}$ is ( )
A: $[-1, +\infty)$
B: $(-1, +\infty)$
C: $[-1, 3]$
D: $[-1, 3)$",f3e23425-2653-5784-a163-083d08fc9b69,Algebra,MCQ,cn_k12,C
"Given that the domain of $y=f(\log_{2}x)$ is $\left[\frac{1}{2}, 4\right]$, then the domain of $y=f(x)$ is (　　)

A: $\left[\frac{1}{2}, 4\right]$

B: $(-\infty, -1]\cup[2, +\infty)$

C: $[-1, 2]$

D: $(-\infty, -2]\cup[1, +\infty)$",555b225f-edcd-53b4-bcfd-5af754570c83,Algebra,MCQ,cn_k12,C
"In the Cartesian coordinate system $xOy$, angle $\theta$ starts from $Ox$ and its terminal side intersects the unit circle at the point $\left( \frac{3}{5}, \frac{4}{5} \right)$. Find the value of $\tan (\pi+\theta)$.

A: $\frac{4}{3}$  
B: $\frac{3}{4}$  
C: $- \frac{4}{3}$  
D: $- \frac{3}{4}$",3c492f21-b9d0-5733-832d-2020bafc95e4,Algebra,MCQ,cn_k12,A
"In a city undergoing road renovation, a pipeline of length $m$ kilometers needs to be laid. To minimize the impact of construction on traffic, the actual work efficiency was increased by $n\%$, resulting in the task being completed 8 days ahead of schedule. Assuming the original plan was to lay $x$ kilometers of pipeline per day, which of the following equations is correct?

A: $\frac{m}{x} - \frac{m}{n\%} = 8$

B: $\frac{m}{x} - \frac{m}{(1+n\%)x} = 8$

C: $\frac{m}{(1-n\%)x} - \frac{m}{x} = 8$

D: $\frac{m}{(1-n\%)x} - \frac{m}{x} = 8$",cd79a91f-e8a2-5f3b-a659-c3540ae35504,Algebra,MCQ,cn_k12,B
"Let $\{a_n\}$ and $\{b_n\}$ $(n\in\mathbb{N}^*)$ be arithmetic sequences with non-zero common differences. Among the following sequences, the one that does not form an arithmetic sequence is $(\quad)$.
A: $\{a_n\cdot b_n\}$
B: $\{a_n+b_n\}$
C: $\{a_n+b_{n+1}\}$
D: $\{a_n-b_{n+1}\}$",6e063caf-e410-5288-89d6-7eaa8ad992a2,Algebra,MCQ,cn_k12,A
"Given a random variable $\xi \sim B(n,p)$, if $E(\xi)=4$ and $\eta=2\xi+3$ with $D(\eta)=3.2$, then $P(\xi=2)=$  
A: $\dfrac{128}{625}$  
B: $\dfrac{64}{625}$  
C: $\dfrac{32}{625}$  
D: $\dfrac{16}{625}$",ffce5b09-d4f8-5f00-88c7-e943990c4a19,Algebra,MCQ,cn_k12,C
"To obtain the graph of the function $y=\sin \left(4x- \frac {\pi}{3}\right)$, one only needs to shift the graph of the function $y=\sin 4x$ by
A: shifting it to the left by $\frac {\pi}{12}$ units
B: shifting it to the right by $\frac {\pi}{12}$ units
C: shifting it to the left by $\frac {\pi}{3}$ units
D: shifting it to the right by $\frac {\pi}{3}$ units",05b10d69-c415-5341-adcf-5b4a9239269e,Algebra,MCQ,cn_k12,B
"If the function $f(x) = 2^{|x - a|} (a \in \mathbb{R})$ satisfies $f(1 + x) = f(1 - x)$, and $f(x)$ is monotonically increasing on $[m, +\infty)$, then the minimum value of the real number $m$ is ( ).
A: $-2$
B: $-1$
C: $1$
D: $2$",e36f4734-64ed-5dfb-b427-2006ae153c7a,Algebra,MCQ,cn_k12,C
"In the process of sampling the dimensions of a product, the dimensions are divided into several groups. $[a, b]$ is one of these groups. It is known that the frequency of this group is $m$, and the height of the histogram for this group is $h$. Then, $|a-b|$ equals to (　　)

A: $mh$

B:  $$\frac {h}{m}$$

C:  $$\frac {m}{h}$$

D: $m+h$",324ddc27-b141-57e7-af37-bfc2c361cfb4,Algebra,MCQ,cn_k12,C
"Given the function $f(x)=\log_{2}(x+a)+\log_{2}(x-a)$, where $a \in \mathbb{R}$. Proposition $p$: There exists $a \in \mathbb{R}$ such that the function $f(x)$ is an even function; Proposition $q$: For all $a \in \mathbb{R}$, the function $f(x)$ is an increasing function within its domain. Among the following propositions, the true one is (    )

A: $\neg q$

B: $p \land q$

C: $(\neg p) \land q$

D: $p \land (\neg q)$",e6f86659-ac11-50b8-a1b7-e94da3f8471e,Algebra,MCQ,cn_k12,C
"For the arithmetic sequence $\{a_n\}$, it satisfies $a_1=1$ and the common difference $d=3$. If $a_n=298$, then $n=$　　()
A: $99$
B: $100$
C: $101$
D: $102$",4c003d88-15a5-5aec-a9f6-6e479e77b580,Algebra,MCQ,cn_k12,B
"Given that the function $f(x)$ is monotonically decreasing in the interval $(-\infty, 0)$ and that $f(x)$ is an even function, which of the following statements must be true?
A: $f(-1) < f(9) < f(13)$
B: $f(13) < f(9) < f(-1)$
C: $f(9) < f(-1) < f(13)$
D: $f(13) < f(-1) < f(9)$",6c45ea54-0737-5a18-af03-2077f940a21f,Algebra,MCQ,cn_k12,A
"The relationship between the graph of the function $y=f(x)$ and the graph of $y=f(-x)$ is ( )
A: Symmetric about the x-axis
B: Symmetric about the y-axis
C: Symmetric about the origin
D: Symmetric about the line $y=x$",8abae179-62d2-547e-8a82-ed177944438b,Algebra,MCQ,cn_k12,B
"If $k > 1$, the situation of the roots of the equation $2x^2 - (4k+1)x + 2k^2 - 1 = 0$ is (　　)
A: One positive root and one negative root
B: Two positive roots
C: Two negative roots
D: No real roots",73f22a94-0fdc-578d-af3e-4ec1039b7809,Algebra,MCQ,cn_k12,B
"Which of the following functions is a quadratic function of $x$?

A: $y=2+\sqrt{1+x^2}$

B: $y=(x-1)^{2}-x^{2}$

C: $y=3x^{2}-2$

D: $y^{2}=x^{2}+x-1$",8544c9af-9de6-528d-8eaa-e8f63d4988fb,Algebra,MCQ,cn_k12,C
"Let the complex number $Z$ satisfy $( z-2i )( 1-i )=-2$, then $| z |=$

A: $1$

B: $2$

C: $\sqrt{3}$

D: $\sqrt{2}$",78c2868a-4889-58d0-bda9-3e85e649bce6,Algebra,MCQ,cn_k12,D
"""The Nine Chapters on the Mathematical Art"" is an important work in traditional Chinese mathematics, and the method of equations is its highest achievement. It is recorded: ""Today, a group of people jointly buy goods. If each person contributes 8 coins, there will be an excess of 3 coins; if each person contributes 7 coins, there will be a shortage of 4 coins. What are the number of people and the price of the goods?"" If the number of people in the partnership is denoted as $x$ and the price of the goods as $y$ coins, which of the following systems of equations is correct?

A: $\left\{\begin{array}{l}{8x-y=3}\\{y-7x=4}\end{array}\right.$

B: $\left\{\begin{array}{l}{8x-y=3}\\{7x-y=4}\end{array}\right.$

C: $\left\{\begin{array}{l}{y-8x=3}\\{y-7x=4}\end{array}\right.$

D: $\left\{\begin{array}{l}{y-8x=3}\\{7x-y=4}\end{array}\right.$",332b6468-0fd3-57d0-85ad-150333791603,Algebra,MCQ,cn_k12,A
"Given set $A=\{0\}$, set $B=\{x|x \lt a\}$, if $A\subseteq B$, then the range of real number $a$ is ( )

A: $\{a|a\leqslant 0\}$

B: $\{a|a\geqslant 0\}$

C: $\{a|a \lt 0\}$

D: $\{a|a \gt 0\}$",5d91ec9a-7255-5752-9e3a-bec0ced026b6,Algebra,MCQ,cn_k12,D
"Given $a=\left( \frac{1}{2} \right)^{10}$, $b=\left( \frac{1}{5} \right)^{-\frac{1}{2}}$, and $c=\log_{\frac{1}{5}}1$, the relationship among $a$, $b$, and $c$ is (    )

A: $a > b > c$

B: $a > c > b$

C: $c > b > a$

D: $b > a > c$",8f1c2f93-f229-51f5-8442-96b723c452c6,Algebra,MCQ,cn_k12,D
"Given that $\{a_n\}$ is an arithmetic sequence, and $a_7 + a_{13} = 20$, then $a_9 + a_{10} + a_{11} = $ （ ）
A: 36
B: 30
C: 24
D: 18",6b50c395-2315-5519-9a70-1b6334c63c9c,Algebra,MCQ,cn_k12,B
"Which of the following expressions is simplified incorrectly?

A: $+\left(-5\right)=-5$

B: $-\left(-0.5\right)=0.5$

C: $-(+1\frac{1}{2})=1\frac{1}{2}$

D: $-|+3|=-3$",8c50c9a7-0c82-5faa-841a-073edc52b2e3,Algebra,MCQ,cn_k12,C
"Given a complex number $z=x+yi$, satisfying $|z-3-4i|=1$, the range of values for $x^2+y^2$ is (　　)

A: \[4，6\]  
B: \[5，6\]  
C: \[25，36\]  
D: \[16，36\]",7e0e68d5-a443-59e9-a816-275e3f928ce8,Algebra,MCQ,cn_k12,D
"Given the set $M=\{0, 1, 2\}$, $A=\{x \mid y=2x, x \in M\}$, $B=\{y \mid y=2x-2, x \in M\}$, then $A \cap B$ equals to ( )
A: $\varnothing$
B: $\{0, 1\}$
C: $\{1, 2\}$
D: $\{0, 2\}$",7bb63d70-1151-54b7-86d7-27d99c8169d8,Algebra,MCQ,cn_k12,D
"If $\{a_{n}\}$ is a geometric sequence, then ""$a_{1} \gt a_{2} \gt a_{3}$"" is ( )

A: Sufficient but not necessary condition

B: Necessary but not sufficient condition

C: Necessary and sufficient condition

D: Neither sufficient nor necessary condition",ca61145d-b72a-565b-9faa-6f2c242c54e8,Algebra,MCQ,cn_k12,C
